,label,short,word
41,0,同性婚姻立法之相關問題──由德國民法納入同性婚所帶來的疑義檢視我國之立法方向,"['同性', '婚姻', '立法', '之', '相關', '問題', '─', '─', '由德國', '民法', '納入', '同性', '婚所帶', '來', '的', '疑義檢視', '我國', '之', '立法', '方向']"
42,0,臺灣法上之公序良俗,"['臺灣', '法上', '之', '公序良', '俗']"
43,0,重塑大數據時代下的隱私權法理──以隱私權概念為主要內容,"['重塑', '大數據', '時代下', '的', '隱私權', '法理', '─', '─', '以隱', '私權', '概念', '為', '主要', '內容']"
44,0,出賣之物之瑕疵擔保─民法第354條最近重要實務之分析,"['出賣', '之物', '之', '瑕疵', '擔保', '─', '民法', '第', '354', '條', '最近', '重要', '實務', '之', '分析']"
45,0,論多數保證人及物上保證人間之責任分擔──兼評最高法院99年度台上字第1204號民事判決,"['論多數', '保證', '人', '及物', '上', '保證', '人間', '之責任', '分擔', '─', '─', '兼評', '最高法院', '99', '年度', '台上', '字', '第', '1204', '號', '民事', '判決']"
46,0,適法無因管理之成立及其法律效果──評最高法院107年度台上字第136號民事判決,"['適法', '無因', '管理', '之', '成立', '及其', '法律', '效果', '─', '─', '評', '最高法院', '107', '年度', '台上', '字', '第', '136', '號', '民事', '判決']"
47,0,中國民法學的效率意識,"['中國', '民法', '學', '的', '效率', '意識']"
48,0,保險法第64條與民法第92條之關係(最高法院民事判決99年度台上字第742號),"['保險法', '第', '64', '條與', '民法', '第', '92', '條之關', '係', '(', '最高法院', '民事', '判決', '99', '年度', '台上', '字', '第', '742', '號', ')']"
49,0,《民法總則》中決議行為法律制度的力量與弱點,"['《', '民法總則', '》', '中', '決議', '行為', '法律', '制度', '的', '力量', '與', '弱點']"
50,0,反腐敗視域下的“零容忍”：內涵、價值與實現,"['反腐', '敗視域', '下', '的', '“', '零', '容忍', '”', '：', '內涵', '、', '價值', '與', '實現']"
51,0,中國民事公益訴訟年度觀察報告（2017）,"['中國', '民事', '公益', '訴訟', '年度', '觀察', '報告', '（', '2017', '）']"
52,0,法律行為解釋、契約解釋與法律解釋－－以民法第98條之立法溯源與實務運用為中心,"['法律', '行為', '解釋', '、', '契約', '解釋', '與', '法律', '解釋', '－', '－', '以', '民法', '第', '98', '條之', '立法', '溯源', '與', '實務', '運用', '為', '中心']"
53,0,論民法總則的撤銷期間,"['論', '民法總則', '的', '撤銷', '期間']"
54,0,國民參與審判選任程序詢問之觀察與檢討,"['國民參', '與', '審判', '選任', '程序', '詢問', '之', '觀察', '與', '檢討']"
55,0,凱撒的歸凱撒、上帝的歸上帝──最高人民法院（2016）最高法民終222號判決評析,"['凱撒', '的', '歸凱', '撒', '、', '上帝', '的', '歸', '上帝', '─', '─', '最高人民法院', '（', '2016', '）', '最高', '法民終', '222', '號判決', '評析']"
56,0,論不履行法定職責案件中的判斷基準時,"['論', '不', '履行', '法定', '職責', '案件', '中', '的', '判斷', '基準', '時']"
57,0,破產法視角下的仲裁：實體與程序,"['破產法', '視角下', '的', '仲裁', '：', '實體', '與', '程序']"
58,0,行政法意思表示理論的建構,"['行政法', '意思', '表示', '理論', '的', '建構']"
59,0,訴訟模式下案卷移送制度研究,"['訴訟', '模式', '下', '案卷', '移送', '制度', '研究']"
60,0,臺灣屏東地方法院107年度第一次國民參與刑事審判模擬法庭觀察心得──兼評「國民參與刑事審判法草案」,"['臺灣', '屏東', '地方法院', '107', '年度', '第一次', '國民參', '與', '刑事', '審判', '模擬', '法庭', '觀察', '心得', '─', '─', '兼評', '「', '國民參', '與', '刑事', '審判法', '草案', '」']"
61,0,論民法典分則中人的擔保之體系重構,"['論', '民法典', '分則', '中人', '的', '擔保', '之體系', '重構']"
62,0,網路遊戲線上直播畫面的作品屬性再研究,"['網路', '遊戲線', '上', '直播', '畫面', '的', '作品', '屬性', '再', '研究']"
63,0,跨學科視域下大陸架劃定法則之重塑：張力與制約,"['跨學', '科視域', '下大陸架', '劃定', '法則', '之', '重塑', '：', '張力', '與', '制約']"
64,0,合夥契約性與主體性的解構－－基於民法典分則“合同法編”的視角,"['合夥', '契約', '性', '與', '主體性', '的', '解構', '－', '－', '基', '於', '民法典', '分則', '“', '合同法', '編', '”', '的', '視角']"
65,0,拒不履行網路安全管理義務罪的適用困境與解釋出路,"['拒不履行', '網路', '安全', '管理', '義務罪', '的', '適用', '困境', '與', '解釋', '出路']"
66,0,多元環境治理體系中政府和企業的主體定位及其功能－－以利益均衡為視角,"['多元', '環境', '治理', '體系', '中', '政府', '和', '企業', '的', '主體', '定位', '及其', '功能', '－', '－', '以', '利益', '均衡', '為視角']"
67,0,中國民事執行年度觀察報告（2017）,"['中國', '民事', '執行', '年度', '觀察', '報告', '（', '2017', '）']"
68,0,私法自治與強行規定──評中國大陸最高人民法院（2016）最高法民終222號民事判決,"['私法', '自治', '與', '強行', '規定', '─', '─', '評中', '國大陸', '最高人民法院', '（', '2016', '）', '最高', '法民終', '222', '號', '民事', '判決']"
69,0,民法典“綠色化”與環境法典的調適,"['民法典', '“', '綠色化', '”', '與', '環境', '法典', '的', '調適']"
70,0,後果主義在司法裁判中的價值和定位,"['後', '果主義在', '司法', '裁判', '中', '的', '價值', '和', '定位']"
71,0,上市公司私有化退市的“安全港”制度研究,"['上市公司', '私有化', '退市', '的', '“', '安全', '港', '”', '制度', '研究']"
72,0,擔保債權受破產重整限制之法理與限度,"['擔保', '債權', '受破產', '重整', '限制', '之', '法理', '與', '限度']"
73,0,民法典語境下成年監護改革的拐點與轉進,"['民法典', '語境', '下', '成年', '監護', '改革', '的', '拐點', '與', '轉進']"
74,0,污染環境罪客觀歸責的中國實踐,"['污染', '環境', '罪客', '觀歸責', '的', '中國', '實踐']"
75,0,民法典未成年人監護立法體例辯思,"['民法典', '未成年人', '監護', '立法', '體例', '辯思']"
76,0,香港基本法的類型化司法適用,"['香港基本法', '的', '類型化', '司法', '適用']"
77,0,《合同法》第14條（要約的構成）評注,"['《', '合同法', '》', '第', '14', '條', '（', '要', '約', '的', '構成', '）', '評注']"
78,0,我國土地用途管制改革的法理求解,"['我國', '土地', '用途', '管制', '改革', '的', '法理', '求解']"
79,0,“商標個案審查原則”的誤讀與澄清,"['“', '商標', '個案', '審查', '原則', '”', '的', '誤讀', '與', '澄清']"
80,0,閉鎖性股份有限公司的法制介紹與未來發展,"['閉鎖性', '股份', '有限公司', '的', '法制', '介紹', '與', '未來', '發展']"
81,0,人格權的屬性：從消極防禦到積極利用,"['人格', '權的', '屬性', '：', '從', '消極', '防禦', '到', '積極', '利用']"
82,0,論行政事實行為的界定,"['論', '行政', '事實', '行為', '的', '界定']"
83,0,公司股東會撤銷決議之訴的當事人：規範、法理與實踐,"['公司', '股東會', '撤銷', '決議', '之訴', '的', '當事人', '：', '規範', '、', '法理', '與', '實踐']"
84,0,非典型的因果流程和客觀歸責的質疑,"['非典型', '的', '因果', '流程', '和', '客觀', '歸責', '的', '質疑']"
85,0,裁判選輯：民法類,"['裁判', '選輯', '：', '民法', '類']"
86,0,從平等原則評析2017年醫療法醫療刑事責任修法,"['從', '平等', '原則', '評析', '2017', '年', '醫療', '法醫療', '刑事', '責任', '修法']"
87,0,從一本法學期刊看臺灣法學之發展－－《法令月刊》發行69年之回顧,"['從', '一本', '法學', '期刊', '看', '臺灣', '法學', '之', '發展', '－', '－', '《', '法令', '月刊', '》', '發行', '69', '年', '之', '回顧']"
88,0,從民法認領體系論生父與非婚生子女血緣之連繫,"['從', '民法', '認領', '體系論', '生父', '與', '非婚生子', '女血緣', '之', '連', '繫']"
89,0,區分所有權人會議決議對繼受人之效力,"['區分', '所有', '權人會議', '決議', '對', '繼受', '人', '之', '效力']"
90,0,論民法上過失相抵原則於被害人身心因素之類推適用,"['論', '民法', '上', '過失', '相抵', '原則', '於', '被害人', '身心', '因素', '之類', '推', '適用']"
91,0,約定贍養費事件之實體與程序──評最高法院106年度台簡抗字第15號民事裁定,"['約定', '贍', '養費', '事件', '之', '實體', '與', '程序', '─', '─', '評', '最高法院', '106', '年度', '台', '簡抗', '字', '第', '15', '號', '民事裁定']"
92,0,裁判選輯：民法類,"['裁判', '選輯', '：', '民法', '類']"
93,0,廢棄物清理法上「未經許可受託處理廢棄物罪」之行為主體釋疑－－併引介德國環境立法之模式,"['廢棄物', '清理', '法上', '「', '未經許', '可受', '託', '處理', '廢棄', '物罪', '」', '之', '行為', '主體', '釋疑', '－', '－', '併', '引介', '德國', '環境', '立法', '之', '模式']"
94,0,《民法典物權編》應允許流質流抵,"['《', '民法典', '物權', '編', '》', '應允許', '流質', '流抵']"
95,0,關於民法第259條第2款契約解除後對利息之時效請求權探討──評最高法院88年度台上字第112號民事判決,"['關於', '民法', '第', '259', '條第', '2', '款', '契約', '解除', '後', '對', '利息', '之時', '效請', '求權', '探討', '─', '─', '評', '最高法院', '88', '年度', '台上', '字', '第', '112', '號', '民事', '判決']"
96,0,刑事沒收裁判確定前後與民事強制執行之衝突探究－－兼評最高法院106年度臺抗字第669號刑事裁定,"['刑事', '沒收', '裁判', '確定', '前', '後', '與', '民事', '強制', '執行', '之', '衝突', '探究', '－', '－', '兼評', '最高法院', '106', '年度', '臺', '抗字', '第', '669', '號', '刑事', '裁定']"
97,0,民法篇,"['民法', '篇']"
98,0,民法學習技巧,"['民法', '學習', '技巧']"
99,0,行政院所提民法繼承編修正草案,"['行政院', '所提', '民法', '繼承編', '修正', '草案']"
100,0,論禁止權利濫用原則的法律適用,"['論', '禁止', '權利', '濫用', '原則', '的', '法律', '適用']"
101,0,侵權行為的客體與賠償範圍,"['侵權', '行為', '的', '客體', '與', '賠償', '範圍']"
102,0,論契約解除後受領給付標的物回復請求關係之規範——以現行德國民法第346條相關規定為中心之探討,"['論', '契約', '解除', '後', '受', '領給', '付標', '的', '物回', '復', '請', '求關', '係', '之', '規範', '—', '—', '以現', '行德國', '民法', '第', '346', '條相關', '規定', '為', '中心', '之', '探討']"
103,0,民法第310條第2款項及民法第309條第2項規定之差異(最高法院102年度台上字第1262號民事判決),"['民法', '第', '310', '條第', '2', '款項', '及', '民法', '第', '309', '條第', '2', '項規定', '之', '差異', '(', '最高法院', '102', '年度', '台上', '字', '第', '1262', '號', '民事', '判決', ')']"
104,0,論全球治理體系中的國內法院,"['論', '全球', '治理', '體系', '中', '的', '國內', '法院']"
105,0,談民法第742條於實體法及訴訟法上的幾個問題,"['談', '民法', '第', '742', '條於實', '體法', '及', '訴訟法', '上', '的', '幾個', '問題']"
106,0,互聯網金融時代下的金融風險及其刑事規制——以非法吸收公眾存款罪為分析重點,"['互聯網', '金融', '時代下', '的', '金融', '風險', '及其', '刑事', '規制', '—', '—', '以', '非法', '吸收', '公眾', '存款', '罪為', '分析', '重點']"
107,0,我國生效民事裁判既判力主觀範圍的解釋學分析,"['我國', '生效', '民事', '裁判', '既判', '力主', '觀範圍', '的', '解釋學', '分析']"
108,0,民法上定金法律性質的重新省思──以臺灣高等法院106年度重上字第346號民事判決為例,"['民法', '上', '定金', '法律', '性質', '的', '重新', '省思', '─', '─', '以', '臺灣', '高等法院', '106', '年度', '重上', '字', '第', '346', '號', '民事', '判決', '為例']"
109,0,裁判選輯：民法類,"['裁判', '選輯', '：', '民法', '類']"
110,0,互聯網時代的金融犯罪變遷與刑法規制轉向,"['互聯網', '時代', '的', '金融', '犯罪', '變遷', '與', '刑', '法規', '制轉', '向']"
111,0,印證的功能擴張與理論解析,"['印證', '的', '功能', '擴張', '與', '理論', '解析']"
112,0,刑事訴訟中的例外規定初論,"['刑事訴訟', '中', '的', '例外', '規定', '初論']"
113,0,自治性商事規則法源地位否定論,"['自治', '性', '商事', '規則', '法源', '地位', '否定', '論']"
114,0,借名登記契約是否屬「因委任事務之性質不能消滅者」之實務爭議──最高法院106年度台上字第410號民事判決評析,"['借名', '登記', '契約', '是否', '屬', '「', '因', '委任', '事務', '之', '性質', '不能', '消滅者', '」', '之', '實務', '爭議', '─', '─', '最高法院', '106', '年度', '台上', '字', '第', '410', '號', '民事', '判決', '評析']"
115,0,人格權商業化利用與人格尊嚴保護關係之辨,"['人格', '權商業化', '利用', '與', '人格', '尊嚴', '保護關', '係', '之', '辨']"
116,0,退休權之權利塑造：從應然權利到實然權利,"['退休', '權之', '權利', '塑造', '：', '從', '應然', '權利', '到', '實然', '權利']"
117,0,論電子數據的雙重鑒真,"['論電子', '數據', '的', '雙重', '鑒', '真']"
118,0,多元體制下防禦性稅收措施的合法性困局——基於阿根廷金融服務案的考察,"['多元', '體制', '下', '防禦性', '稅收', '措施', '的', '合法性', '困局', '—', '—', '基', '於', '阿根廷', '金融', '服務案', '的', '考察']"
119,0,姓名權侵權糾紛的裁判規則研究,"['姓名', '權侵權', '糾紛', '的', '裁判', '規則', '研究']"
120,0,論淡馬錫董事會制度在我國商業類國有公司改革中的運用,"['論淡馬錫', '董事', '會', '制度', '在', '我國', '商業', '類國', '有', '公司', '改革', '中', '的', '運用']"
121,0,晚清州縣司法中的“官批民調”,"['晚清', '州', '縣', '司法', '中', '的', '“', '官', '批民調', '”']"
122,0,使人格權在民法典中獨立成編,"['使', '人格', '權在', '民法典', '中獨立', '成編']"
123,0,分享經濟的規制策略—以輔助性原則為基點,"['分享', '經濟', '的', '規制', '策略', '—', '以輔', '助性', '原則', '為', '基點']"
124,0,民事行為保全擔保制度的完善路徑,"['民事', '行為', '保全', '擔保', '制度', '的', '完善', '路徑']"
125,0,裁判選輯：民法類,"['裁判', '選輯', '：', '民法', '類']"
126,0,從善如「登」──訴訟繫屬登記與民法第244條第4項,"['從善', '如', '「', '登', '」', '─', '─', '訴', '訟', '繫', '屬', '登', '記', '與', '民法', '第', '244', '條第', '4', '項']"
127,0,確認他人惡意串通合同無效之訴的合法性檢討──最高人民法院指導案例33號的程序法評釋,"['確認', '他人', '惡意', '串通', '合同', '無效', '之訴', '的', '合法性', '檢討', '─', '─', '最高人民法院', '指導', '案例', '33', '號的', '程序法', '評釋']"
128,0,我國經濟犯罪超個人法益屬性辨析、類型劃分及評述,"['我國', '經濟', '犯罪', '超個', '人法益', '屬性', '辨析', '、', '類型', '劃分', '及', '評述']"
129,0,論協商性司法的價值立場,"['論協', '商性', '司法', '的', '價值', '立場']"
130,0,我國共有物分割之訴性質研究,"['我國', '共有', '物', '分割', '之訴', '性質', '研究']"
131,0,民法總則與商事立法：共識、問題及選項－－以商事代理為例,"['民法總則', '與', '商事', '立法', '：', '共識', '、', '問題', '及', '選項', '－', '－', '以', '商事', '代理', '為例']"
132,0,裁判選輯：民法類,"['裁判', '選輯', '：', '民法', '類']"
133,0,從實用主義角度看習慣在民法淵源中的地位與作用,"['從', '實用', '主義', '角度看', '習慣', '在', '民法', '淵源', '中', '的', '地位', '與', '作用']"
134,0,境外追逃追贓良性循環理念的界定與論證,"['境外', '追逃', '追贓', '良性', '循環', '理念', '的', '界定', '與', '論證']"
135,0,認罪認罰從寬制度試點的實踐性反思,"['認罪', '認罰', '從', '寬', '制度', '試點', '的', '實踐', '性', '反思']"
136,0,從善如「登」──訴訟繫屬登記與民法第244條第4項,"['從善', '如', '「', '登', '」', '─', '─', '訴', '訟', '繫', '屬', '登', '記', '與', '民法', '第', '244', '條第', '4', '項']"
137,0,國際海底區域擔保國責任的可能發展及其對中國的啟示,"['國際', '海底', '區域', '擔保', '國責任', '的', '可能', '發展', '及其', '對', '中國', '的', '啟示']"
138,0,論刑罰概念：從“本質”到“意義”,"['論刑', '罰', '概念', '：', '從', '“', '本質', '”', '到', '“', '意義', '”']"
139,0,勞動法分類調整模式的憲法依據,"['勞動法', '分類', '調整', '模式', '的', '憲法', '依據']"
140,0,國際海底區域“開採法典”的制定與中國的應有立場,"['國際', '海底', '區域', '“', '開採', '法典', '”', '的', '制定', '與', '中國', '的', '應有', '立場']"
141,0,新《國家賠償法》下刑事賠償的司法實踐研究,"['新', '《', '國家', '賠償法', '》', '下', '刑事', '賠償', '的', '司法', '實踐', '研究']"
142,0,從中國民法典時代特色角度談知識產權入典立法建議,"['從', '中國', '民法典', '時代', '特色', '角度', '談知識', '產權', '入典', '立法', '建議']"
143,0,從“居住有其屋”到“住有所居”－－我國民法典分則創設居住權制度的立法構想,"['從', '“', '居住', '有', '其屋', '”', '到', '“', '住', '有所', '居', '”', '－', '－', '我國', '民法典', '分則', '創設', '居住', '權', '制度', '的', '立法', '構想']"
144,0,惡意串通、債權人撤銷權及合同無效的法律後果──最高人民法院指導案例33號的實體法評釋,"['惡意', '串通', '、', '債權', '人', '撤銷', '權及', '合同', '無效', '的', '法律', '後', '果', '─', '─', '最高人民法院', '指導', '案例', '33', '號的', '實體法', '評釋']"
145,0,論債因在合同法中的作用,"['論債', '因', '在', '合同法', '中', '的', '作用']"
146,0,人民陪審員參審職權改革的中國模式及反思,"['人民', '陪', '審員', '參審', '職權', '改革', '的', '中國', '模式', '及', '反思']"
147,0,習慣在臺灣民法債編之適用,"['習慣', '在', '臺灣', '民法', '債編', '之', '適用']"
148,0,准合同與債法總則的設立,"['准', '合同', '與', '債法', '總則', '的', '設立']"
149,0,《承認和執行外國判決公約》（草案）中知識產權條款研究,"['《', '承認', '和', '執行', '外國判', '決公約', '》', '（', '草案', '）', '中知識', '產權', '條款', '研究']"
150,0,不動產被徵收人參與權的價值定位與制度重構,"['不動產', '被', '徵收', '人', '參與權', '的', '價值', '定位', '與', '制度', '重構']"
151,0,民法第195條第3項身分法益侵害之界線,"['民法', '第', '195', '條第', '3', '項', '身分', '法益', '侵害', '之界線']"
152,0,大陸民法總則基本規定概論（2）,"['大陸', '民法總則', '基本', '規定', '概論', '（', '2', '）']"
153,0,我國民事司法多元化改革的現狀與未來,"['我國', '民事', '司法', '多元化', '改革', '的', '現狀', '與', '未來']"
154,0,法律解釋方法在指導性案例中的運用及其完善,"['法律', '解釋', '方法', '在', '指導性', '案例', '中', '的', '運用', '及其', '完善']"
155,0,登記對抗主義的反思與改造：《物權法》第24條解析,"['登記', '對抗', '主義的', '反思', '與', '改造', '：', '《', '物權', '法', '》', '第', '24', '條', '解析']"
156,0,民事訴訟的社會化,"['民事訴訟', '的', '社會化']"
157,0,民事訴訟法適用中的證明責任,"['民事訴訟法', '適用', '中', '的', '證明責任']"
158,0,刑事庭審實質化的維度與機制探討,"['刑事', '庭審', '實質化', '的', '維度', '與', '機制', '探討']"
159,0,“綠色原則”在民法典中的貫徹論綱,"['“', '綠色', '原則', '”', '在', '民法典', '中', '的', '貫徹', '論綱']"
160,0,預防性刑法觀及其教義學思考,"['預防性', '刑法', '觀', '及其', '教義學', '思考']"
161,0,權力掛起：行政組織法的新變式？,"['權力', '掛起', '：', '行政', '組織法', '的', '新', '變式', '？']"
162,0,稅收法治與納稅義務人權益之保護,"['稅收', '法治', '與', '納稅', '義務', '人權', '益之保護']"
163,0,從開放性構成要件的認定談國民法官參與經濟犯罪審判之難度－－以非常規交易罪為例,"['從', '開放性', '構成', '要件', '的', '認定', '談國民', '法官', '參與', '經濟', '犯罪', '審判', '之', '難度', '－', '－', '以', '非常', '規', '交易', '罪為例']"
164,0,財政權利的邏輯體系及其現實化構造,"['財政', '權利', '的', '邏輯', '體系', '及其', '現實化', '構造']"
165,0,系列殺人犯罪偵查分析模型的創建與檢驗,"['系列', '殺人', '犯罪', '偵查', '分析模型', '的', '創建', '與', '檢驗']"
166,0,依法治國語境下檢察機關的性質與職權,"['依法', '治國', '語境', '下', '檢察機關', '的', '性質', '與', '職權']"
167,0,稅捐法定主義之基本形貌（2）,"['稅捐', '法定', '主義之', '基本', '形貌', '（', '2', '）']"
168,0,俄羅斯國際私法立法之“變”與“不變”──兼論對我國國際私法立法思路的啟示,"['俄羅斯國際', '私法', '立法', '之', '“', '變', '”', '與', '“', '不變', '”', '─', '─', '兼論', '對', '我', '國國際', '私法', '立法', '思路', '的', '啟示']"
169,0,職業法官與平民法官在法庭的互動以及判決意見的差異（下）,"['職業', '法官', '與', '平民', '法官', '在', '法庭', '的', '互動', '以及', '判決', '意見', '的', '差異', '（', '下', '）']"
170,0,論占有連鎖──建議民法債編增訂有償利用基地建屋之規定,"['論', '占有', '連鎖', '─', '─', '建議', '民法', '債編', '增訂', '有償', '利用', '基地', '建屋', '之', '規定']"
171,0,二手菸害之侵權行為損害賠償,"['二手', '菸', '害', '之', '侵權', '行為', '損害', '賠償']"
